name,full_name,born
Ahmed Gaid Salah,,1940-01-13 00:00:00
Ahmed Muhammad Daku,,1944
Ahmed Mohammed Makarfi,,1956-08-08 00:00:00
Ahmed Mian Soomro,,
Ahmed Ouyahia ,,1952-07-02 00:00:00
Ahmed Aboutaleb,Ahmed Aboutaleb,1961-08-29 00:00:00
Aida de Acosta,Aida de Acosta,"July 28, 1884"
Aidan Burley,,1979-01-22 00:00:00
Aidan McLindon,Aidan Patrick McLindon,1980-02-26 00:00:00
Ahmed Nasser Al Raisi,,
Aileen Carroll,Margaret Aileen O'Leary,1944-06-01 00:00:00
Aidan Crawley,Aidan Merivale Crawley,1908-04-10 00:00:00
Aida McAnn Flemming,Ada Maud Boyer McAnn,1896-03-07 00:00:00
Ailsa Mellon Bruce,Ailsa Mellon,1901-06-28 00:00:00
Aileen Campbell,,1980-05-18 00:00:00
Aileen Palmer,Aileen Yvonne Palmer,1915-04-06 00:00:00
Aileen McLeod,,1971-08-24 00:00:00
The Lord Ailwyn,,1855-11-10 00:00:00
Aisha N. Braveboy,Aisha Nazapa Braveboy,1974-07-29 00:00:00
Aja Brown,Aja Lena Clinkscale,1982-04-17 00:00:00
Aisha Gomez,,1981-07-22 00:00:00
Airey Neave,Airey Middleton Sheffield Neave,1916-01-23 00:00:00
Aime Forand,,1895-05-23 00:00:00
Aitzaz Ahsan,,1945-09-27 00:00:00
Ajoke Muhammed,,
Aisha N. Braveboy,Aisha Nazapa Braveboy,1974-07-29 00:00:00
Aisha Buhari,Aisha Halilu,1971-02-17 00:00:00
Akhtar Chaudhry,Haque Nawaz Akhtar Chaudhry,1961-07-23 00:00:00
Akasha Lawrence-Spence,,
Akram Hossain Chowdhury,,
Akis Tsochatzopoulos,Apostolos-Athanasios Tsochatzopoulos,1939-07-31 00:00:00
Akintunde Aduwo,,1938-06-12 00:00:00
,,1944
Akshata Murty,,1980 (age 41–42)
Akwasi Amankwaa Afrifa,,1936-04-24 00:00:00
Alí Rodríguez Araque,,1937-09-09 00:00:00
Akhtar Hamid Siddiqui,আখতার হামিদ সিদ্দিকী,1947
Al-amin Musa Daggash,,1942-10-01 00:00:00
Akbar Hashemi Rafsanjani,اکبر هاشمی رفسنجانی,1934-08-25 00:00:00
Al Adinolfi,,1934-08-24 00:00:00
Alfred E. Alquist,,1908-08-02 00:00:00
Al Henry,,1911-04-12 00:00:00
Al Gore,Albert Arnold Gore Jr.,1948-03-31 00:00:00
Al Lamberti,,
Al Landis,,1954-11-02 00:00:00
Alan G. Lance Sr.,Alan George Lance,1949-04-27 00:00:00
,,1921-10-25 00:00:00
Al D'Amato,Alfonse Marcello D'Amato,1937-08-01 00:00:00
Al McCandless,,"July 23, 1927"
Al McDonald,,", "
Al Lawson,,1948-09-23 00:00:00
,,1928-09-07 00:00:00
Al Melvin,Albert Anthony Melvin,1944-11-03 00:00:00
Al Molinaro,Umberto Francesco Molinaro,1919-06-24 00:00:00
Al Seckel,Alfred Paul Seckel,1958-09-03 00:00:00
Al Pscholka,,1960-09-06 00:00:00
Al Riley,,1953-03-04 00:00:00
Al Shean,Abraham Elieser Adolph Schönberg,1868-05-12 00:00:00
Al Taubenberger,,1953-08-18 00:00:00
Al Swift,Allan Byron Swift,1935-09-12 00:00:00
Al Ullman,Albert Conrad Ullman,1914-03-09 00:00:00
Albert Wynn,Albert Russell Wynn,1951-09-10 00:00:00
Alain Joyandet,,1954-01-15 00:00:00
Alain Juppé,Alain Marie Juppé,1945-08-15 00:00:00
Alain Le Roy,,1953-02-05 00:00:00
,,1940-08-31 00:00:00
Alain Le Vern,,1948-05-08 00:00:00
Alain Berset,,1972-04-09 00:00:00
Alain Madelin,,1946-03-26 00:00:00
Alain Richard,,1945-08-29 00:00:00
Alain Paquet,,1961-04-17 00:00:00
Alain Lamassoure,,1944-02-10 00:00:00
Alain Peyrefitte,,1925-08-26 00:00:00
Alain LeRoy Locke,,1885-09-13 00:00:00
Alain Poher,Alain Émile Louis Marie Poher,1909-04-17 00:00:00
Alain Savary,,1918-04-25 00:00:00
Alaina B. Teplitz,,1969 (age 52–53)
Alain de Rothschild,,7 January 1910
Alain Vidalies,,1951-03-17 00:00:00
Alan Arakawa,,1951 (age 70–71)
Alan Augustine,,1928-08-17 00:00:00
Alan Diamonstein,Alan Arnold Diamonstein,1931-08-20 00:00:00
Alan Bates,Alan Curtis Bates,1945-03-17 00:00:00
Alan Austerman,,1943-05-23 00:00:00
Alan Albright,,1959 (age 62–63)
The Lord Beith,,1943-04-20 00:00:00
Alan Bates,Alan Curtis Bates,1945-03-17 00:00:00
Alan Bible,Alan Harvey Bible,1909-11-20 00:00:00
Alan Blinder,,1945-10-14 00:00:00
Alan Bersin,,1946-10-15 00:00:00
Alan Blinken,Alan John Blinken,1937 (age 84–85)
The Viscount Alanbrooke,Alan Francis Brooke,1883-07-23 00:00:00
Alan Brown,,1970-08-12 00:00:00
Alan Bluechel,,1924-08-28 00:00:00
Alan Burns,Alan Cuthbert Maxwell Burns,1887-11-09 00:00:00
Alan Billings,Alan Roy Billings,1942-10-07 00:00:00
Alan L. Butkovitz,,1952-04-15 00:00:00
Alan C. Michaels,,
Alan Carpenter,Alan John Carpenter,1957-01-04 00:00:00
Sir Alan Campbell,,1957-07-08 00:00:00
Alan Chambers,,1904-01-14 00:00:00
Alan Chorlton,,24 February 1874
Alan Clark,,
Alan L. Cropsey,Alan Lee Cropsey,1952-06-13 00:00:00
Alan DeBoer,,1950/1951 (age 70–71)
Alan Kay,Alan Cooke Kay,1932-07-05 00:00:00
Alan D. Cohn,,
Alan Cranston,Alan MacGregor Cranston,1914-06-19 00:00:00
Alan Diamonstein,Alan Arnold Diamonstein,1931-08-20 00:00:00
Alan Clark,Alan Kenneth Mackenzie Clark,13 April 1928
,,1929-04-04 00:00:00
Alan Dukes,,1945-04-20 00:00:00
Alan Duncan,Alan James Carter Duncan,1957-03-31 00:00:00
Alan Norris,Alan Eugene Norris,1935-08-15 00:00:00
Alan G. Lance Sr.,Alan George Lance,1949-04-27 00:00:00
Alan Hevesi,,1940-01-31 00:00:00
Alan Goodrich Kirk,,1888-10-30 00:00:00
The Lord Gardner,,12 February 1742
Alan Goodrich Kirk,,1888-10-30 00:00:00
The Lord Gardner,,1770-02-05 00:00:00
Alan J. Gerson,,1957-11-01 00:00:00
Alan Grayson,Alan Mark Grayson,1958-03-13 00:00:00
Alan Green Jr.,,1925-05-01 00:00:00
Alan Greenspan,,1926-03-06 00:00:00
Alan Hanks,,1960-04-04 00:00:00
Alan Horace Kempner,,"July 4, 1897"
Alan Harris Nevas,Alan Harris Nevas,1928-03-27 00:00:00
Alan Hevesi,,1940-01-31 00:00:00
Sir Alan Hulme,,1907-02-14 00:00:00
The Lord Howarth of Newport,,1944-06-11 00:00:00
Alan Hurst,,1945-09-02 00:00:00
The Lord Haselhurst,,1937-06-23 00:00:00
The Lord Haselhurst,,1937-06-23 00:00:00
Alan J. Dixon,Alan John Dixon,1927-07-07 00:00:00
Alan Johnson,Alan Arthur Johnson,1950-05-17 00:00:00
Alan Simpson,Alan Kooi Simpson,1931-09-02 00:00:00
Alan Karcher,,1943-05-19 00:00:00
Alan Larson,,
Alan L. Cropsey,Alan Lee Cropsey,1952-06-13 00:00:00
Sir Alan Lascelles,,1887-04-11 00:00:00
Alan Keen,David Alan Keen,1937-11-25 00:00:00
Alan Lee Williams,,1930-11-29 00:00:00
Alan Lasee,,1937-07-30 00:00:00
Alan Kelly,,1975-07-13 00:00:00
Alan Lowenthal,Alan Stuart Lowenthal,1941-03-08 00:00:00
Alan Lovell,Alan Charles Lovell,1953-11-19 00:00:00
The Viscount Boyd of Merton,,1904-11-18 00:00:00
Alan Macnaughton,Alan Aylesworth Macnaughton,1903-07-30 00:00:00
Alan Meale,,1949-07-31 00:00:00
Alan Maisel,,1945-07-25 00:00:00
Alan Neil Bloch,Alan Neil Bloch,1932-04-12 00:00:00
Alan Morinis,,"December 8, 1949"
Alan Novak,,
Alan Neil Bloch,Alan Neil Bloch,1932-04-12 00:00:00
Alan Milburn,,1958-01-27 00:00:00
Sir Alan Mansfield,,1902-09-30 00:00:00
The Lord Rodger of Earlsferry,Alan Ferguson Rodger,1944-09-18 00:00:00
Alan Olsen,,1948-03-24 00:00:00
Alan Robbins,,1943-02-05 00:00:00
The Duke of Northumberland,,1880-04-17 00:00:00
Alan S. Becker,,1946-02-09 00:00:00
Alan Reid,,1954-08-07 00:00:00
The Lord Sainsbury,Alan John Sainsbury,1902-08-13 00:00:00
Alan Sieroty,Alan Gerald Sieroty,1930-12-13 00:00:00
Alan Shatter,Alan Joseph Shatter,1951-02-14 00:00:00
Alan Simpson,,1948-09-20 00:00:00
Alan Simpson,Alan Kooi Simpson,1931-09-02 00:00:00
Alan Stephen Gold,,1944-01-08 00:00:00
Sir Alan Stewart,,1917-12-08 00:00:00
Alan Thomas,,1964
Alan S. Boyd,,1922-07-20 00:00:00
Alan Steelman,,1942-03-15 00:00:00
Alan Tudge,,1971-02-24 00:00:00
Alan Thompson,Alan Craig Thompson,1927-05-17 00:00:00
Alan Turing,Alan Mathison Turing,1912-06-23 00:00:00
Alan Chester Valentine,,1901-02-23 00:00:00
Alan Trask,,1933-06-26 00:00:00
The Lord Watson of Richmond,,1941-02-03 00:00:00
Alan Whitehead,,1950-09-15 00:00:00
Sir Alan Watt ,Alan Stewart Watt,1901-04-13 00:00:00
Alan Wheat,,1951-10-16 00:00:00
Alan B. Williams,,1975-03-22 00:00:00
Alan Williams,Alan John Williams,1930-10-14 00:00:00
Alana Paon,,1971-06-26 00:00:00
Alanson B. Houghton,Alanson Bigelow Houghton,1863-10-10 00:00:00
Alanna Masterson,,1988-06-27 00:00:00
Alanson Holly,,1810-07-21 00:00:00
Alan Wilson,Alan McCrory,1973-07-16 00:00:00
Alanson T. Lincoln,Alanson Tilman Lincoln,1858-10-23 00:00:00
Alasdair Allan,,1971-05-06 00:00:00
Alanson M. Kimball,,1827-03-12 00:00:00
Alan Sked,,1947-08-22 00:00:00
Alanson Wilder Beard,,"August 20, 1825"
Alarmel Valli,,1956-09-14 00:00:00
Alasdair Morrison,,1968-11-18 00:00:00
Alasdair Morgan,,1945-04-21 00:00:00
The Lord Goodlad,,1943-07-04 00:00:00
The Lord Goodlad,,1943-07-04 00:00:00
Alastair William Gillespie,,1922-05-01 00:00:00
Albert B. Cummins,Albert Baird Cummins,1850-02-15 00:00:00
Albert B. Anderson,Albert Barnes Anderson,1857-02-10 00:00:00
Albert Alphonsus Ridge,Albert Alphonsus Ridge,1898-10-31 00:00:00
Albert Fall,Albert Bacon Fall,1861-11-26 00:00:00
Alben W. Barkley,Willie Alben Barkley,1877-11-24 00:00:00
Albert Asahel Bliss,,1812-03-25 00:00:00
Albert B. White,,1856-09-22 00:00:00
Albert Baldwin Dod,,1805-03-24 00:00:00
Albert V. Belan,,1930-03-07 00:00:00
Albert Blakeney,,1850-09-28 00:00:00
,,1819-08-26 00:00:00
Albany Robichaud,Albany M. Robichaud,1903-07-22 00:00:00
Albert Booth,,1928-05-28 00:00:00
Albert Boutwell,,1904-11-13 00:00:00
Albert Bourla,Άλμπερτ Μπουρλά,1961-10-21 00:00:00
Albert Maris,Albert Branson Maris,1893-12-19 00:00:00
Albert C. Bostwick Jr.,,"April 1, 1901"
Albert Baker,,1845-02-15 00:00:00
Albert Brewer,Albert Preston Brewer,1928-10-26 00:00:00
Albert Collins Greene,,1792-04-15 00:00:00
Albert C. Hopkins,,1837-09-15 00:00:00
Albert C. Pollard,Albert Clarkson Pollard Jr.,1967-09-18 00:00:00
Albert C. Yates,,1942 (age 79–80)
Albert Charles Saunders,,1874-10-12 00:00:00
Albert M. Calland III,,1952 (age 69–70)
Albert Cardozo,Albert Jacob Cardozo,1828-12-21 00:00:00
Albert Carlton Bostwick,,1878-06-22 00:00:00
Albert Charles Wollenberg,Albert Charles Wollenberg,1900-06-13 00:00:00
Albert Carnesale,,1936-07-02 00:00:00
Albert Charles Wollenberg,Albert Charles Wollenberg,1900-06-13 00:00:00
Albert Coppé,,1911-11-26 00:00:00
Albert Cooper,Albert Glen Cooper,1952-07-19 00:00:00
Albert D. Kirwan,Albert Dennis Kirwan,1904-12-22 00:00:00
Albert Creswell Garlington,,1822-06-09 00:00:00
Albert Douglas,,"April 25, 1852"
Albert Dunstan,,26 July 1882
Albert Dutton MacDade,,"September 23, 1871"
Albert Diaz,,1960 (age 61–62)
Albert Carter,,1881-07-05 00:00:00
Albert Brisbane,,"August 22, 1809"
Albert Elmer Austin,,1877-11-15 00:00:00
Albert Cobo,,"October 2, 1893"
Albert Edward Mead,Albert Edward Mead,1861-12-14 00:00:00
Albert E. Rice,,1845-09-24 00:00:00
Albert Edson Sleeper,,"December 31, 1862"
Albert Francis Judd,,1838-01-07 00:00:00
Albert Lebrun,,1871-08-29 00:00:00
Albert Einstein,,1879-03-14 00:00:00
Albert F. Ehrhardt,,1862
Albert Göring,Albert Günther Göring,1895-03-09 00:00:00
Albert G. Burr,,1829-11-08 00:00:00
Albert G. Lawrence,Albert Gallatin Lawrence,1836-04-14 00:00:00
Albert Brown,,1813-05-31 00:00:00
Albert Gallatin Riddle,,1816-05-28 00:00:00
Albert Galiton Watkins,,1818-05-05 00:00:00
Albert G. Simms,Albert Gallatin Simms,"October 8, 1882"
Albert Galiton Watkins,,1818-05-05 00:00:00
Albert G. Harrison,,1800-06-26 00:00:00
Albert Gallup,,1796-01-30 00:00:00
Albert Gallatin,Abraham Alfonse Albert Gallatin,1761-01-29 00:00:00
Albert G. Schmedeman,Albert George Schmedeman,1864-11-25 00:00:00
Albert Gardiner,,1867-07-30 00:00:00
Albert Gerard Schatz,Albert Gerard Schatz,1921-08-04 00:00:00
Albert G. Ellis,Albert Gallatin Ellis,1800-08-26 00:00:00
Albert Gore,Albert Arnold Gore,1907-12-26 00:00:00
Sir Albert Gooderham,,"June 2, 1861"
Albert Gore,Albert Arnold Gore,1907-12-26 00:00:00
Albert H. Roberts,,1868-07-04 00:00:00
Albert Glover,,1849
Albert Gazier,,1908-05-16 00:00:00
Albert Hale,,1950-03-13 00:00:00
Albert Henry Bosch,,1908-10-30 00:00:00
Albert Hawke,,1900-12-03 00:00:00
Albert Hoffmann,,1907-10-24 00:00:00
Albert Hofstede,,1940-09-25 00:00:00
Albert Horsfall,,1941-12-22 00:00:00
Albert C. Howard,,1828-02-29 00:00:00
Albert H. Tracy,,1793-06-17 00:00:00
Albert Gould,,
The Earl Grey,,1851-11-28 00:00:00
Albert J. Engel Jr.,Albert Joseph Engel Jr.,1924-03-21 00:00:00
Albert J. Beveridge,Albert Jeremiah Beveridge,1862-10-06 00:00:00
Albert Victor Hyzler,,20 November 1916
The Lord Hilton of Upton,,14 February 1908
The Lord Illingworth,,25 May 1865
Albert Jackson Pearson,,1846-05-20 00:00:00
Albert John Henderson,Albert John Henderson,1920-12-12 00:00:00
Albert Hockings,Albert John Hockings,1826-02-21 00:00:00
Captain Albert Janse Ryckman,,ca. 1642
Albert L. Phillips,,1824-05-12 00:00:00
Albert L. Coles,,1909-11-08 00:00:00
Albert L. Catlin,Albert Leonard Catlin, 1809
Albert Johnson,,"March 5, 1869"
Albert Jarvis Hopkins,,1846-08-15 00:00:00
Albert L. Reeves,Albert L. Reeves,1873-12-21 00:00:00
Albert L. Rendlen,,"April 7, 1922"
Albert L. Vreeland,,1901-07-02 00:00:00
Albert M. Calland III,,1952 (age 69–70)
Albert Leisenring Watson,Albert Leisenring Watson,1876-12-06 00:00:00
Albert Lee Stephens Jr.,Albert Lee Stephens Jr.,1913-02-19 00:00:00
Albert H. Masland,,1956-09-18 00:00:00
Albert Lebrun,,1871-08-29 00:00:00
Albert Magnin,,"April 13, 1846"
Albert Lipscomb,,1951-01-09 00:00:00
Albert Lee Stephens Sr.,Albert Lee Stephens,1874-01-25 00:00:00
Albert Morris Sames,Albert Morris Sames,1873-02-09 00:00:00
Albert Miller Lea,,1808-07-23 00:00:00
Albert Norton Richards,,1821-12-08 00:00:00
Albert Norton,Albert Norton,1836-01-01 00:00:00
Albert Nwazu Okonkwo,,
Albert O. Boschen,Albert Orlando Boschen,1873-06-25 00:00:00
The Earl of Morley,,1843-06-11 00:00:00
Albert Owen,,1959-08-10 00:00:00
Albert P. Morano,Albert Paul Morano,1908-01-18 00:00:00
Albert P. Forsythe,,1830-05-24 00:00:00
Albert P. Langtry,,1860-07-27 00:00:00
Albert Palmer,,"January 17, 1831"
Peter Burleigh,,1942-03-07 00:00:00
Albert Pitt,,1842
Albert Martin Pohlman,,ca. 1868
Albert R. Anderson,,"November 8, 1837"
Albert R. Hall,,1841-04-20 00:00:00
Albert R. Hall,,1841-04-20 00:00:00
Albert Riederer,,
Albert Roberts,,14 May 1908
Albert R. Broccoli,Albert Romolo Broccoli,1909-04-05 00:00:00
Albert Reynolds,Albert Martin Reynolds,1932-11-03 00:00:00
Albert Rust,,", "
Albert Smith Marks,,1836-10-16 00:00:00
Albert Rosellini,Albert Dean Rosellini,1910-01-21 00:00:00
Albert Burleson,Albert Sidney Burleson,1863-06-07 00:00:00
Albert Ritchie,Albert Cabell Ritchie,1876-08-29 00:00:00
Albert Smith White,Albert Smith White,1803-10-24 00:00:00
Albert S. Rodda,,1912-07-23 00:00:00
Albert Sarraut,,28 July 1872
Albert Sassoon,Albert Abdullah David Sassoon,1818-07-25 00:00:00
Albert Smith White,Albert Smith White,1803-10-24 00:00:00
Albert Sherman Christensen,Albert Sherman Christensen,1905-06-09 00:00:00
Albert Taylor Goodwyn,Albert Taylor Goodwyn,1842-12-17 00:00:00
The Lord Ashfield,Albert Henry Knattriess,8 August 1874
Albert Teich,,1929-02-22 00:00:00
Albert Schweitzer,,1875-01-14 00:00:00
Albert Teich,,1929-02-22 00:00:00
Albert Thomas,,"April 12, 1898"
The Earl Spencer,,1892-05-23 00:00:00
Albert Tom,,1956
Albert Thompson,,1886-11-14 00:00:00
Albert Twesme,Albert Theodore Twesme,1879-08-07 00:00:00
Albert Vickers Bryan,,1899-07-23 00:00:00
Albert Edson Sleeper,,"December 31, 1862"
Albert W. Cretella,,1897-04-22 00:00:00
Albert W. Harvey,,1879-03-10 00:00:00
Albert W. Pettit,,"October 18, 1930"
Albert Vickers Bryan Jr.,,1926-11-08 00:00:00
Albert W. Gilchrist,,1858-01-15 00:00:00
Albert W. Jefferis,,1868-12-07 00:00:00
Albert W. Johnson,,"April 17, 1906"
Albert William Sherer Jr.,,"January 16, 1916"
Albert William Sherer Jr.,,"January 16, 1916"
Albert W. Coffrin,Albert Wheeler Coffrin,1919-12-21 00:00:00
Albert Williams Johnson,Albert Williams Johnson,1872-11-28 00:00:00
"Albert William Watson, Sr.",,1922-08-30 00:00:00
Harry Wright,Albert Henry Wright,1890
Albert van der Sandt Centlivres,,13 January 1887
Albert Winsemius,,1910-02-26 00:00:00
Alberta Ramage Neely,,1880-08-27 00:00:00
The Earl of Hardwicke,,14 March 1867
Alberta Darling,,1944-04-28 00:00:00
The Countess of Sandwich,Alberta Sturges,1877-09-07 00:00:00
Alberto Bustamante,,1950-09-12 00:00:00
"Albertha, Duchess of Marlborough",Lady Albertha Frances Anne Hamilton,29 July 1847
Alberto Bonisoli,,1961-12-26 00:00:00
Alberto Bustamante,,1950-09-12 00:00:00
Alberto Cañas Escalante,,1920-03-16 00:00:00
Alberto Espina,,1956-12-04 00:00:00
Alberto Costa,,1947 (age 74–75)
Alberto Gutman,,1959-01-04 00:00:00
Alberto Clò,,1947 (age 74–75)
Alberto Fernandez,Alberto Miguel Fernandez,1958
Alberto Martinez Piedra,,1926-01-29 00:00:00
Alberto Madruga da Costa,Alberto Romão Madruga da Costa,15 April 1940
Alberto Torrico,,1969-03-18 00:00:00
Albion Parris,Albion Keith Parris,1788-01-19 00:00:00
Albin Chalandon,,1920-06-11 00:00:00
Alberto Fujimori,Alberto Kenya Fujimori Fujimori,1938-07-28 00:00:00
Alby Schultz,Albert John Schultz,1939-05-29 00:00:00
Albina Guarnieri,,1953-06-23 00:00:00
Alcée Louis la Branche,,1806
Alcee Hastings,Alcee Lamar Hastings,1936-09-05 00:00:00
Alberto Gonzales,,1955-08-04 00:00:00
Alden Bradford,,1765-11-17 00:00:00
Aldebert de Chambrun,,1872-07-23 00:00:00
Aldebert de Chambrun,,1872-07-23 00:00:00
Alcide De Gasperi,Alcide Amedeo Francesco De Gasperi,1881-04-03 00:00:00
Aldo Moro,Aldo Romeo Luigi Moro,1916-09-16 00:00:00
Aldon J. Anderson,Aldon Junior Anderson,1917-01-03 00:00:00
Tom Clausen,Alden Winship Clausen,1923-02-17 00:00:00
Alec Cameron,,
Alec Cunningham-Reid,,1895-04-20 00:00:00
Alec Garnett,,
The Lord Home of the Hirsel,Alexander Frederick Douglas-Home,1903-07-02 00:00:00
Aldous Huxley,Aldous Leonard Huxley,26 July 1894
Alec Olson,Alec Gehard Olson,1930-09-11 00:00:00
Alexander Lamont,Alexander James Lamont,1850-02-08 00:00:00
Alec Jones,,1924-08-12 00:00:00
Alec Baldwin,Alexander Rae Baldwin III,1958-04-03 00:00:00
Alec Woodall,,20 September 1918
Alec Lazenby,,1927 (age 94–95)
Alec Poitevint,,1947 (age 74–75)
Alec Neill,Alexander George Neill,1950-07-22 00:00:00
Alec Vidler,Alexander Roper Vidler,1899-12-27 00:00:00
Alejo Vidal-Quadras Roca,,
Alex Wolff,,1956 (age 65–66)
Alejo Vidal-Quadras Roca,,
Alejandro Mayorkas,,1959-11-24 00:00:00
Alexandros Alavanos,Αλέκος Αλαβάνος,1950-05-22 00:00:00
Alejandro Toledo,Alejandro Celestino Toledo Manrique,1946-03-28 00:00:00
Aleksander Stokkebø,,1994-11-02 00:00:00
Alessandra Biaggi,Alessandra Rose Biaggi,1986-05-20 00:00:00
Aleksandr Nazarov,Александр Назаров,1951-02-24 00:00:00
Aleksandr Ulyanov,,12 April [
Alessandro Minuto-Rizzo,,1940-09-10 00:00:00
Alex Azar,Alex Michael Azar II,1967-06-17 00:00:00
Aleta Trauger,,1945-12-09 00:00:00
Sir Alex Allan,,1951-02-09 00:00:00
Sandro Pertini,Alessandro Pertini,1896-09-25 00:00:00
,,1959-10-30 00:00:00
Aleister Crowley,Edward Alexander Crowley,1875-10-12 00:00:00
Alexander Bradshaw Campbell,,1933-12-01 00:00:00
Alex Carey,,1 December 1922
Alex Burghart,,1977-09-07 00:00:00
The Lord Carlile of Berriew,Alexander Charles Carlile,1948-02-12 00:00:00
Alex Chalk,Alexander John Gervase Chalk,1976-08-08 00:00:00
Alex Cole-Hamilton,Alexander Geoffrey Cole-Hamilton,1977-07-22 00:00:00
Alex Cunningham,Alexander Cunningham,1955-05-01 00:00:00
Alex Davies-Jones,,1989-04-05 00:00:00
Alex Deccio,,1921-10-28 00:00:00
Alex DeCroce,,1936-06-10 00:00:00
Alexander Mark Hughes Eadie,Alexander Mark Hughes Eadie,1920-06-23 00:00:00
Alex Fergusson,Alexander Charles Onslow Fergusson,1949-04-08 00:00:00
Dr Alexander Douglas,Alexander Rodney Douglas,1958-11-24 00:00:00
Alex Ifeanyichukwu Ekwueme,,1932-10-21 00:00:00
Alex Gorsky,,1960-05-24 00:00:00
Alex Greenwich,Alexander Hart Greenwich,1980-11-28 00:00:00
Alex Knopp,,1947 (age 74–75)
Alex Garza,,"February 13, 1994"
Alex Gallardo-Rooker,Alexandra Gallardo,", "
Alex McMillan,John Alexander McMillan III,1932-05-09 00:00:00
Alex Kozinski,,1950-07-23 00:00:00
Alex Lyon,Alexander Ward Lyon,1931-10-15 00:00:00
Alex Groesbeck,,1873-11-07 00:00:00
Alex Möller,Alexander Johann Heinrich Friedrich Möller,1903-04-26 00:00:00
Alex P. Garcia,,1929-06-22 00:00:00
Alex McMurtrie Jr.,,1935-10-05 00:00:00
Alex Norris,,1984-02-04 00:00:00
Alex Neil,,1951-08-22 00:00:00
Alex Renton,,1961-03-05 00:00:00
Alex Rowley,,1963-11-30 00:00:00
Alex Meunier,,"November 9, 1897"
Alex Penelas,Alexander Penelas,1961-12-18 00:00:00
,,1907-09-02 00:00:00
Alex Mooney,Alexander Xavier Mooney,1971-06-07 00:00:00
Alex Sceberras Trigona,,1950-03-03 00:00:00
Alex Ibru,,1945-03-01 00:00:00
Alex Sobel,Alexander David Sobel,1975-04-26 00:00:00
Alex T. Howard Jr.,Alexander Travis Howard Jr.,1924-07-09 00:00:00
Alexander Wallace Matheson,,1903-06-10 00:00:00
,,1976-06-23 00:00:00
Alex Timpson,Alexandra Winkfield Dodd,25 April 1946
Alex Mooney,Alexander Xavier Mooney,1971-06-07 00:00:00
Alexa McDonough,Alexa Ann Shaw,1944-08-11 00:00:00
Sir Alex Younger,Alexander William Younger,1963-07-04 00:00:00
Alexa Wesner,,1972-05-04 00:00:00
Alexander A. Arvizu,,1958 (age 63–64)
Alexander Akerman,Alexander Akerman,1869-10-09 00:00:00
Alexander Acosta,Rene Alexander Acosta,1969-01-16 00:00:00
Alexander Asher,,1834-01-27 00:00:00
Alexander A. Arvizu,,1958 (age 63–64)
Alexander Assefa,,1983 (age 38–39)
Alexander Astin,,1932-05-30 00:00:00
Alexander Bradshaw Campbell,,1933-12-01 00:00:00
The Lord Ashburton,,27 October 1774
The Lord Ashburton,Alexander Francis St Vincent Baring,1898-04-07 00:00:00
Alexander Bicks,Alexander Bicks,1901-03-17 00:00:00
Alexander Barrow,,1801-03-27 00:00:00
Alexander Benard,,
Alexander Bogdanov,Alyaksandr Malinovsky,1873-08-22 00:00:00
Alexander Botkin,Alexander Botkin,1801-03-04 00:00:00
The Lord Balfour of Burleigh,,13 January 1849
Alexander Bortnikov,Alexander Vasilyevich Bortnikov,1951-11-15 00:00:00
Alexander Brush,,"February 8, 1824"
Alexander Bustamante,William Alexander Clarke,1884-02-24 00:00:00
Alexander Bullock,Alexander Hamilton Bullock,1816-03-02 00:00:00
Alexander C. Davidson,Alexander Caldwell Davidson,1826-12-26 00:00:00
Alexander Burton Hagner,Alexander Burton Hagner,1826-07-13 00:00:00
Alexander C. Mitchell,,1860-10-11 00:00:00
Alexander Cummings McWhorter Pennington,,"July 2, 1810"
Alex White,Alexander White,1958-12-03 00:00:00
Sir Alexander Cadogan,Alexander Montagu George Cadogan,1884-11-25 00:00:00
Alexander Caldwell,,1830-03-01 00:00:00
Alexander Caldwell,Alexander Caldwell,1774-11-01 00:00:00
Alexander Campbell,,1822-03-09 00:00:00
Sir Alexander Carr-Saunders,Alexander Morris Carr-Saunders,1886-01-14 00:00:00
Alexander Campbell,,1822-03-09 00:00:00
The Earl of Athlone,Prince Alexander of Teck,1874-04-14 00:00:00
Alexander Colden,,1716-08-13 00:00:00
Alexander Contee Hanson,,1786-02-27 00:00:00
Alexander Comstock Kirk,Alexander Comstock Kirk,1888-11-26 00:00:00
Alexander Contee Hanson Sr.,,1749-10-22 00:00:00
Alexander Crombie Humphreys,,30 March 1851
Alexander Dromgoole Sims,,1803-06-12 00:00:00
